Timestamp,Container,CPU_Perc,Mem_Usage,Mem_Perc
14:51:45,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:45,etl_worker,0.01%,980KiB / 7.654GiB,0.01%
14:51:51,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:51,etl_worker,0.07%,980KiB / 7.654GiB,0.01%
14:51:59,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:59,etl_worker,0.00%,980KiB / 7.654GiB,0.01%
14:52:07,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:52:07,etl_worker,0.05%,980KiB / 7.654GiB,0.01%
14:52:13,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:52:13,etl_worker,0.02%,980KiB / 7.654GiB,0.01%
14:52:20,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:52:20,etl_worker,0.02%,980KiB / 7.654GiB,0.01%
14:52:28,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:52:28,etl_worker,0.01%,988KiB / 7.654GiB,0.01%
14:52:34,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:52:34,etl_worker,0.01%,984KiB / 7.654GiB,0.01%
